gid,FR,avg_exc,avg_inh,max_exc,max_inh,num_exc,num_inh,skew_exc,skew_inh,std_exc,std_inh
900,4,0.005013671494643197,0.005111593237139293,0.009767318165958893,0.00839313402752748,49,50,1.4068790417150483,0.5192931839386151,0.0011744942980206972,0.0011614198260046654
920,9,0.005123932057036261,0.00504973732448776,0.007661732171296644,0.007044117110696148,28,40,0.6681335269663992,0.1598108929818233,0.000998129445381342,0.0009588952540484805
940,4,0.0049800330875492856,0.005045500234767538,0.006701737286261368,0.007711332993976187,24,49,0.05671884106927664,0.6540586200578697,0.0010541946635637318,0.0010198740655749082
960,12,0.0049545235000122215,0.004971927478208619,0.007253736545362715,0.007248686971785897,44,44,0.3399662970400124,0.08472092924780646,0.0010470554142404617,0.001238615606812859
980,8,0.004952123869004768,0.004931942168252624,0.006949083348538536,0.007938064896873705,30,32,0.22887440681079135,0.7580799227006783,0.0009672251462953179,0.0010989307218665198
1000,6,0.0047202196317813385,0.0047968694709719425,0.006459838853157164,0.0067104521795274714,20,35,0.01822602974935277,0.029787418221548408,0.000872388548992969,0.0008520310308450348
1020,0,0.004804668144664786,0.00521508635962045,0.007709594169171541,0.007699824900005001,15,65,0.8897677100911959,0.3528762961575774,0.0010808743697037905,0.0010625395416184735
1040,11,0.004983640020577293,0.0046947152647024435,0.007181452236596749,0.0063470178421687826,20,22,0.42283901606111896,0.6274468034697042,0.0009719991354151061,0.0007179092184124279
1060,1,0.005029483308039606,0.005030422361245927,0.007560317427591503,0.007411263089758589,23,65,0.0952012321204917,0.6445897039248198,0.001182740467993786,0.000842878382043319
1080,8,0.004873260859939936,0.005084032298040509,0.007073507027639269,0.007791611127745805,42,37,-0.04907681165121698,0.5929021872055302,0.0010596748536993775,0.001182444685484422
1100,16,0.005374215785514141,0.0051555765560572465,0.0072749419606958216,0.008787167167988821,41,26,0.004917539939644505,0.7718223209797309,0.0009494190191809151,0.0012239726722638698
1120,1,0.0050969802650587676,0.005111194019358938,0.00881239907110329,0.00720652645872727,24,45,1.4796631285996322,0.3231187447969405,0.0010849774534871953,0.0009373612320571725
1140,1,0.00490938031574465,0.005027330794930052,0.007236011073004961,0.007977382156998537,35,83,0.6478487637509533,0.07510273013405569,0.0009159852200627596,0.0010402835978992305
1160,12,0.005061572154176012,0.005004550710071285,0.007406141645363114,0.008012578440363755,41,45,-0.008217111816343976,0.6767196807111608,0.0009798866448220496,0.0010520443537647976
1180,3,0.00487340618371376,0.00500160240552425,0.006530443655797096,0.007969052041686629,36,51,-0.2437150658319305,0.6333030941580388,0.00086444511717865,0.0009770218870553294
1200,4,0.005097136277890631,0.0050317077523293575,0.006830229090503175,0.007653616193211892,28,50,0.15779659230639367,0.4689201325737133,0.0009208993672647576,0.0011419806563156838
1220,1,0.004593710200493915,0.004879463576289088,0.005828684218476681,0.0067678494297639105,8,35,0.6938133891149886,0.31132090883283425,0.000633660837407515,0.0008594873585022433
1240,1,0.004889090787686654,0.005162322410337359,0.007517250517819226,0.007562567288167855,13,35,0.5720625851709972,0.14930607907824428,0.001280619822120834,0.0009772203697903234
1260,18,0.00480278676626083,0.004524528316877914,0.0068775601118163995,0.005651643129795945,36,24,0.2220877322090609,0.15841189808068015,0.0010027186221804533,0.0006409915760537142
1280,4,0.005247770627425476,0.00499749942309856,0.008191550227129444,0.007187104713667901,21,41,0.3034287365632956,0.3873057320902815,0.0011640867166086365,0.0009726631172806637
1300,3,0.004902235286132859,0.004691381428019888,0.006861670504101746,0.007220495531483574,17,27,0.08638700871019002,0.3724928441295141,0.0010969487244711462,0.0010529385072782869
1320,7,0.0052950581271779965,0.0050290437215794286,0.00790048299471712,0.007412409033680936,24,38,0.4744546048522689,0.7000448300030403,0.0010317299646609812,0.0009181060713658266
1340,1,0.004611625041796798,0.004960723839783738,0.006904827658569286,0.007289982859211588,16,68,1.6640741016528555,0.5622389822028416,0.0007275997981624035,0.0009098060303828053
1360,2,0.005275659222959067,0.004970176026390145,0.007786492868263958,0.007886154801487669,17,47,0.4122839071478088,0.5057273541128721,0.0012008403689925885,0.0009956336336513737
1380,4,0.004933034307115997,0.005122133231684708,0.006941508144997743,0.007107518868166644,29,38,0.7604569768278984,0.20079806902451536,0.0008151934905055966,0.0010364970790018141
1400,6,0.005073744542455137,0.005089715332465357,0.006750028504425265,0.007533552368833315,28,30,0.0319410864885,0.5033732803103211,0.0008752321101821727,0.0009535498019245444
1420,0,0.004943819579582781,0.004885697745119563,0.006231463106994332,0.007872228072908069,17,40,-0.8214979758252638,0.9957936728632064,0.0009409209687489306,0.0009657315590222397
1440,3,0.004868346143367425,0.005148009452092755,0.00796450412414136,0.0077013736425039425,37,63,0.6497085366948,0.3141952798885481,0.0010428838884727492,0.0010392812790004109
1460,0,0.004780677410600547,0.005159091718758354,0.008150001587304891,0.008559203448701699,21,52,1.2848086883245429,0.981613159331578,0.0011365930020303932,0.0010915397640291961
1480,6,0.005042140786936529,0.0052029618386198705,0.007252165036521245,0.008972478367229676,28,42,0.3645714558358629,0.9216164857862956,0.0008490710539434004,0.0011874095890658115
1500,2,0.0053551194166467034,0.004924450147751151,0.006888306947362711,0.006843613385029996,21,48,0.5407762795479422,0.2040893085535075,0.0007960720843872108,0.0007972093082164768
1520,5,0.005049157398576645,0.004849287675750575,0.007697794265576083,0.007198613081878983,24,40,0.9014235538348042,0.3684303657925229,0.0009787402323910076,0.0009466519324878248
1540,2,0.004840924104208639,0.0052483868596371755,0.006631602048807769,0.007970880217345412,21,41,0.4928087915088487,0.287002284196437,0.0006773269007231586,0.0012178998509004382
1560,4,0.0052759506737964324,0.004775992760458706,0.006752137167776774,0.0067266487039263825,15,36,0.13040884852884005,0.6539960135534931,0.0008043977808431535,0.0010159875170023854
1580,2,0.004900530764835888,0.004644096009046002,0.00618813218068054,0.006662176415453761,13,29,-0.32474516932801195,0.7250984175542228,0.0008082137977619924,0.0008982416152396253
1600,3,0.004924230651206378,0.004970417062216685,0.00623265167288025,0.006930665814586197,18,51,0.12802477902845613,-0.04456677234818395,0.0007781494626215404,0.000911540317157534
1620,8,0.005177143073209801,0.004987688395733165,0.007234294327484019,0.007624369650272503,18,26,0.3646865327731633,0.6697608210528103,0.001129205143967756,0.0009800216876624556
1640,4,0.00493644684649511,0.005129778054540567,0.0076095167930660375,0.008139305047489779,23,46,0.8931027542632466,0.6916346251220824,0.0009256343202030368,0.0011103940439527082
1660,1,0.004954894057164335,0.0050598018753940655,0.007713770942894375,0.007480867607862014,36,57,0.6145879956759033,0.2518381277652449,0.0011148978855762312,0.0009665526919932317
1680,1,0.004870389186687794,0.005285167872180792,0.006550544770619565,0.007542303955220756,15,63,0.06743930486069785,0.2738167522757913,0.0007784037506607468,0.0011312009559105859
1700,6,0.005185377363690635,0.004974026701691262,0.006692825817522495,0.007457248856015676,21,35,-0.018169200995131304,0.1312669722659463,0.0008020737389018822,0.0009753243345272033
1720,4,0.005320832979300923,0.005209272057108282,0.008158262379789779,0.007079576748283103,20,30,0.14889739780635558,0.2878504202580845,0.0012359681596565194,0.0008399528667026313
1740,3,0.00465022683760837,0.004894871436413867,0.005822732254740775,0.006240360879424065,23,41,-0.8572468003462158,-0.21395387630815246,0.0006604550963045831,0.0007624121495304187
1760,3,0.005039257485547637,0.0051551908058027505,0.007513892080609041,0.006813447535381568,28,35,0.5707371810990414,0.01195554673206578,0.000875446751074649,0.0009704110254591887
1780,1,0.00533525059428134,0.005314574092423582,0.007423516996041539,0.00946396754446553,15,53,0.4239559894027655,1.0224112614426322,0.0010711159692987718,0.0011177223011624585
1800,8,0.005189549459098021,0.0049301557756680535,0.007882561600778661,0.007017476717514855,26,26,0.9593825070021242,0.8097277866953565,0.0010454049728484435,0.0009027117083861023
1820,7,0.004740300267650178,0.005114230936927,0.006443835801127204,0.007856609341469988,22,33,-0.2134229522215098,0.20754729153722626,0.0009557632090359525,0.0010219823659215622
1840,4,0.004700533771883885,0.00526323860218406,0.0067916130497880905,0.007537946511653655,26,40,0.5692110274315301,0.22025311985532087,0.001007231780204993,0.0009664183622729971
1860,6,0.005173478504383877,0.005114020136105922,0.0074803619470832985,0.007142385964062144,24,29,-0.023432195566025608,0.2944514345358068,0.0011457390298273296,0.0008449756627538023
1880,2,0.004734580193415825,0.005139552250743367,0.0068965060832414495,0.008076268675721936,19,38,0.5519366517975235,0.9295991473100348,0.0010666201407992981,0.0010500845328581063
1900,13,0.005315490244844007,0.004764101240094846,0.00886952362040355,0.007124638355067839,38,30,0.6986952736736857,0.6721423614014717,0.0013353819844995533,0.0009049434283614713
1920,5,0.005122962521963878,0.005085453139532803,0.01,0.008522235191597375,31,34,2.262987268479515,0.6103016934656963,0.0012022894249842555,0.001189024580130813
1940,18,0.004913959549259,0.005011231946875505,0.007268613799092194,0.007114503415616722,41,30,0.4438847894696261,0.35999039320646203,0.0009016725717965123,0.0010161212551065995
1960,31,0.005037694811379451,0.004966041958723933,0.008927240327245753,0.007017278058657462,68,19,1.2629484861015885,0.2980618680960193,0.0010392451090927288,0.0010881059868499759
1980,12,0.005055284548350639,0.004824575478964257,0.0065413481136092745,0.007042915837060976,37,28,-0.12280947602706205,0.4676357633588285,0.0008279356758935129,0.0009365252763683695
2000,1,0.004879684230571713,0.005008038504028529,0.00661283096238236,0.007792300213581512,12,42,0.758016807803572,0.7304978248935692,0.0008139126612451301,0.0009650629303943023
2020,2,0.005194794245517765,0.005150565569060871,0.007261717589223102,0.008154978063996773,25,61,0.2531585483408861,0.7094080548038779,0.001033219598711952,0.0009226921235362367
2040,9,0.0050114334740836005,0.004914797366983541,0.006660132915218621,0.007035004699673692,34,29,-0.6304989524235077,0.16780823948526633,0.0008414195335989648,0.0008825048594769342
2060,10,0.0052635575005688965,0.005007291783906024,0.008704319336911076,0.007114782671902798,31,36,0.7723292509626022,0.6967516207291067,0.0012760725523617699,0.0009162315821529321
2080,2,0.00469590689512493,0.0051344667945687344,0.006555727952251732,0.0068030331229395795,18,25,0.3794942306871011,1.0271287890607732,0.0008688314863809518,0.0006168603116938447
2100,5,0.004959863437873926,0.004935067217689293,0.006860118615754306,0.00791719804981047,28,39,-0.06258593703858911,0.602487172702334,0.0010952764208446203,0.0011165412828736624
2120,4,0.005353771510103728,0.005229683623440175,0.006850792323248331,0.00763061434531287,25,28,0.2811344211097762,0.32785941211765623,0.0007585441076987624,0.000902440423798926
2140,4,0.0051330802891683324,0.0047750352491638575,0.006633907998489016,0.006510827082441607,23,48,-0.2723981348951493,-0.14538105169335344,0.0007908777088174303,0.0008383471416848551
2160,9,0.004940779945052214,0.004841638500745548,0.0069033573863733905,0.007376700985298116,38,36,0.3957038578762716,0.7508222763040175,0.0008826454024335194,0.001122210285594775
2180,0,0.005140680367169208,0.005128203003442832,0.007171056593889544,0.0074707810060173074,11,35,0.3256837541422455,0.18824532679170586,0.0013056176252822956,0.0009905342864989
2200,9,0.005139949696104325,0.0050822877836125685,0.007284514901495107,0.006786092170072862,34,33,0.5187831152811438,-0.07542529063174247,0.000901064196141315,0.0008711478150110511
2220,4,0.005320557634249232,0.004899617173281874,0.0061958171572591095,0.00691773008384881,14,29,-0.8003527881691666,0.1855602595351356,0.0006596095779966483,0.000826496141335863
2240,0,0.0050250038315320785,0.005083476441994924,0.0058401423250204285,0.007738527505620484,16,49,-0.7770629937985327,0.4652951189964438,0.0006316162469410951,0.0009047918982505502
2260,0,0.005062554062050861,0.005022004149670661,0.008209625248985296,0.007429930162915531,16,66,1.1149704403395388,0.02031425102562817,0.0013031142781795002,0.0008759252395014832
2280,5,0.005110892606177228,0.00496045496634742,0.007277608544454919,0.006669032861606207,34,33,0.46094487722347605,0.2388516262382859,0.0009883649576744758,0.0009796189097344263
2300,4,0.0049098486463883245,0.004964213634202046,0.0075450318329480185,0.006836657894186529,20,32,0.7245982652137046,-0.03618975065120501,0.0009439603052742193,0.0008891549299268917
2320,2,0.0050691782171530565,0.005157703961975217,0.0069122298992432005,0.007662444046225124,19,56,0.22136556659202689,0.3801944400560862,0.0008256721876412228,0.0010074899385778195
2340,2,0.004755458782763635,0.005076275219829628,0.0064662789808754145,0.008032598773723941,25,60,0.3909438944787237,0.5931455525809889,0.0008136049143456849,0.0010873772123648523
2360,0,0.004859085953622911,0.004923180304375549,0.007305230233259978,0.008009522125488201,18,41,1.2415076048465157,0.8137951507434918,0.0007800015904328557,0.0009767955678312156
2380,9,0.005081014747394063,0.0049810145238244384,0.007424517103975162,0.007026603133487406,32,43,0.5241250691096058,0.1412512190490863,0.0008402375026420461,0.0009730327896353443
2400,5,0.005135325073744789,0.005198796781367494,0.007017295634309647,0.007231259693632497,26,43,0.20769035596860388,0.030432634455785226,0.0009365728933706851,0.0008921648849613316
2420,4,0.0049007230616230895,0.005037122572601152,0.006939471470832598,0.009193293745593013,26,41,0.0471297963912327,1.2364924584654466,0.0009476009527565481,0.001155401987350823
2440,3,0.005232017855211196,0.005132273416662169,0.00834997253054802,0.007126203834657413,17,36,0.5708568152754979,-0.14159862663578102,0.0013035185156405232,0.0009693975348871075
2460,3,0.00513443024793685,0.004899962268892425,0.008113169740546624,0.007788824726171378,27,68,0.6111870763241635,0.4844650500651462,0.0011015349603632383,0.0010028641935084432
2480,5,0.004985800272154297,0.005160402738589449,0.007951152634060458,0.0070555698016051644,24,36,0.8748749561984903,0.3564886434262476,0.0010754041911165946,0.0008008432309964046
2500,1,0.004718055291165911,0.005071739611233965,0.0070770970607546375,0.007579467669365159,20,50,0.5798464790733984,0.4249929161173347,0.0009846402762085016,0.0010854755886494092
2520,0,0.005256865485787465,0.004936803043326483,0.0073132844984651595,0.0075714035286512296,27,64,-0.2031681317988601,0.7201742204260052,0.0011690517428261564,0.0009332632029705886
2540,5,0.004883888999887961,0.005014465775201021,0.00612332816851126,0.008497631802056321,18,40,-0.3944868880496199,1.3905680956529296,0.0008053390747084536,0.0011023879399970002
2560,9,0.005019652020464368,0.0052041110904942865,0.006986016119903436,0.007382723823848333,29,29,0.11940136380086795,0.6219276327963852,0.0009466900243925967,0.0009063987895468836
2580,4,0.005041242182892154,0.005263960319885771,0.006769019837057533,0.008347838703160552,22,34,0.4837003486562744,0.5713942661061062,0.0008880902839232323,0.0010073145006097956
2600,11,0.004906429483039252,0.004767763891419175,0.006316921828949343,0.006192697633160321,24,26,-0.7535823234957676,0.4341878076980266,0.0009255788314464768,0.0007050441736717228
2620,7,0.004875549451864172,0.0050502660293042295,0.008034296415614909,0.006712615009363343,65,63,0.7546686516727509,0.1888150130811409,0.0010560872855146968,0.0007357887794020604
2640,1,0.00480664628909546,0.005002589796822118,0.006444052726625561,0.007478215499004882,17,36,-0.02013895217779222,0.3805152806311965,0.0009207089978986838,0.0009218605013735396
2660,4,0.004755915629590128,0.0049632001925007845,0.007372138898033391,0.006950566600593136,24,45,0.15821617701601745,-0.12864800999115086,0.0011795474729511706,0.0008922738743532094
2680,20,0.005060954734400028,0.0047026074266719045,0.007762123484251777,0.006518100043972035,41,24,0.5599019276509921,0.4628986959526492,0.0009757836355095887,0.000731888083732999
2700,1,0.005167958933984546,0.004878301944615506,0.006586385311067099,0.007544821116180152,16,52,0.08559607972255961,0.5244226065085177,0.0007142459798490987,0.0011295976491039915
2720,3,0.0049485674047478395,0.005204027383383282,0.007167831781002229,0.00772515309730642,26,48,0.5135212103019559,0.2521485169386728,0.0008559579407237621,0.0009460300494406144
2740,4,0.0049110593514686855,0.005022907499639011,0.0071385068377384075,0.007001935182070325,19,40,0.5222452536023395,0.39914920185980185,0.0011610375665453818,0.0008149702725463406
2760,12,0.0051636873143271955,0.004813000065085457,0.007357068415718416,0.006970897495906437,29,36,0.1157165271609271,-0.0940523943908244,0.0009620809240342477,0.000823629789208441
2780,7,0.005250303796982121,0.005049748592543967,0.007239094664247499,0.009978179487530934,27,35,0.36789610186635496,1.239794584279482,0.0009931211302700864,0.001429429619843522
2800,2,0.0051386948282302345,0.0048278050008006895,0.008025718694929374,0.007329378658914616,13,60,0.876151377520598,0.5307122072391947,0.0011751446303299475,0.0009428317801940414
2820,8,0.00471244656290298,0.005067438833781335,0.007205321912159055,0.007384871792797159,30,26,0.9697334913316891,0.4786766897165176,0.0009454672029946002,0.000984845773043393
2840,2,0.004818380883316405,0.005076044391342196,0.006244488673209809,0.007096990947682602,17,40,0.9444461975244838,-0.14033076989396762,0.000634348469415948,0.0009572551006841584
2860,8,0.005154330858524,0.005043107492537579,0.008349241836810864,0.006941300255266322,27,31,0.7072200427663052,0.18385936344293596,0.0011039373335949326,0.0009160506050510352
2880,10,0.0052687750897632245,0.00505053100381396,0.006968692522907971,0.006864430202109125,25,30,-0.10386698414775906,0.202558791582389,0.0010371099560223071,0.0008199323135614716
2900,1,0.005026769101569957,0.004796318498453193,0.007500205931480821,0.006320504583308068,25,52,0.8602242778163346,0.32582116015969764,0.0010693824195049484,0.0006998875745420339
2920,2,0.0050171081461753975,0.004922554294187964,0.0069805527407069785,0.0066655968009570144,32,46,0.4188960089434503,-0.3450779220860417,0.0008336498490147712,0.0008201390195636727
2940,7,0.004927235624529246,0.004796150442857101,0.007232262078165544,0.006137294130263668,26,25,0.21814682937891133,-0.04524035993006674,0.0010315096557280698,0.0007114551798024688
2960,12,0.004917072090646147,0.0046939932984529,0.006722598563367824,0.006324233485690482,29,21,0.5958844679343857,-0.23443433660063115,0.0008090801269913849,0.0010185541586067255
2980,9,0.00510414690088546,0.0049202390008265574,0.008385425818101066,0.009505585903107324,33,44,0.5001595330987134,1.47474702905338,0.0011963508761951124,0.001071327591467765
3000,1,0.004962040801728947,0.005202037298762792,0.005668062034268302,0.008187604346270062,19,51,-0.3686931869915303,0.2647558132850489,0.0005536770480742562,0.00095027167167128
3020,2,0.004941498963947463,0.004836910833704423,0.0058258856647159,0.006827285677284899,14,41,-0.5967119908481279,0.17481721589786306,0.0006068939771959703,0.0008531511434981485
3040,1,0.0046462344218197475,0.0050130418136072954,0.006318398659680929,0.007628807446776897,19,42,0.06528347644841008,0.5774820646474418,0.0008137557547770622,0.0009842576549212714
3060,1,0.004760246718894711,0.004747007170731572,0.006092971688775112,0.007125620398102272,9,38,0.23791541828686905,0.510922909225794,0.0007795120655156858,0.0010868023377582927
3080,7,0.005037854477427695,0.004963603791456461,0.007127823993012591,0.007641502056792865,23,29,0.6420886337986355,0.623619834763154,0.0009303168322588322,0.0010779338970577509
3100,10,0.005371563189571146,0.004831747211460916,0.00863641783691287,0.007318038170728014,28,22,0.999281360259381,0.8677724575153113,0.0011023482157761944,0.0009120573403314053
3120,1,0.00522430503087794,0.004962040944492789,0.008035850985342659,0.006858360162695426,25,57,0.9301837789358629,0.465898907119765,0.00105108602668938,0.0008950939802221171
3140,8,0.0052015749268175294,0.0051212995938592605,0.007011390199552218,0.006643451085813385,23,26,0.7516696313830397,-0.1926438147784769,0.0008054877666147148,0.0007929707094562821
3160,1,0.00511114354682479,0.005190919370382155,0.0073807872281403735,0.00952626403600168,14,42,0.7858950921850801,1.0632977046888274,0.001119448821752802,0.001323592095853167
3180,8,0.00566734731790045,0.004789562153941145,0.007838580973849263,0.007561971936779945,16,40,0.6176702193351414,0.1863246167198251,0.0009739843089074248,0.0010294887652825412
3200,2,0.005227564809387617,0.005118624498373504,0.00838695714318332,0.00843709614262367,18,42,0.6431371325768551,0.7539812281858664,0.0014383224207708553,0.0012026053467284398
3220,1,0.005032002116547686,0.005154748078133424,0.006423999449977982,0.007430620858067025,6,34,0.17649344693291916,0.5227425951821265,0.000942219544555006,0.0009751297330228418
3240,6,0.004905485796894862,0.0050700219615985006,0.0070109354615929724,0.007077879993401563,28,36,0.16880731881493796,0.04477790945515256,0.0010419967569398815,0.0011226200846827655
3260,2,0.004841142228214651,0.0047430199218033795,0.008722831535229503,0.007137446229167152,37,49,1.3537715468033698,0.7604891176940402,0.0010506357035150276,0.0008184799970239987
3280,10,0.005215935035848635,0.004904727900890866,0.00724757747998118,0.0069317366842320755,37,45,0.28758390847547777,0.4060065069183425,0.0009762583892520787,0.0008398268488901626
3300,6,0.005007020301088719,0.004986478122266668,0.006768097485309157,0.008036657919236941,30,32,-0.1875147595765647,0.8293410456086521,0.0009035374372875014,0.0011398100748160325
